,User ID,Subscription Type,Join Date,Last Payment Date,Country,Region Code,Age,나이대,연령대,Gender,Device,Subscription Cost,Total Library Size,No. of TV Shows,No. of Movies
1381,1382,Basic,2022-08-08,2023-07-06,Brazil,LATM,32,30대,청년층,Female,Smart TV,4.61,4972,3162,1810
1382,1383,Standard,2022-08-13,2023-07-04,Mexico,LATM,51,50대 이상,장년층,Female,Tablet,10.43,4993,3158,1835
1383,1384,Standard,2022-08-17,2023-07-05,Spain,EMEA,33,30대,청년층,Male,Smart TV,14.67,5229,3536,1693
1384,1385,Basic,2022-08-20,2023-07-04,Italy,EMEA,43,40대,중년층,Male,Smartphone,9.03,5183,3545,1638
1385,1386,Premium,2022-08-28,2023-07-06,Spain,EMEA,43,40대,중년층,Female,Smart TV,20.32,5229,3536,1693
1386,1387,Basic,2022-08-29,2023-07-04,Spain,EMEA,42,40대,중년층,Male,Smart TV,9.03,5229,3536,1693
1387,1388,Standard,2022-09-03,2023-07-05,United States,UCAN,30,30대,청년층,Male,Smartphone,13.99,5818,3826,1992
1388,1389,Premium,2022-09-10,2023-07-03,Canada,UCAN,50,50대 이상,장년층,Male,Smartphone,15.03,6239,4311,1928
1389,1390,Basic,2022-09-13,2023-07-05,United States,UCAN,51,50대 이상,장년층,Female,Laptop,8.99,5818,3826,1992
1390,1391,Premium,2022-09-15,2023-07-04,United States,UCAN,36,30대,중년층,Female,Tablet,17.99,5818,3826,1992
1391,1392,Basic,2022-09-25,2023-07-06,Canada,UCAN,41,40대,중년층,Female,Tablet,7.91,6239,4311,1928
1392,1393,Standard,2022-10-01,2023-07-03,United Kingdom,EMEA,37,30대,중년층,Male,Smart TV,13.2,6643,4551,2092
1393,1394,Standard,2022-10-02,2023-07-04,Australia,APAC,30,30대,청년층,Female,Tablet,12.12,6114,4050,2064
1394,1395,Basic,2022-10-05,2023-07-04,Germany,EMEA,50,50대 이상,장년층,Female,Tablet,9.03,5668,3814,1854
1395,1396,Premium,2022-10-06,2023-07-05,France,EMEA,41,40대,중년층,Female,Smart TV,20.32,5445,3604,1841
1396,1397,Basic,2022-10-07,2023-07-03,Brazil,LATM,29,20대,청년층,Female,Laptop,4.61,4972,3162,1810
1397,1398,Standard,2022-10-10,2023-07-04,Mexico,LATM,43,40대,중년층,Male,Smart TV,10.43,4993,3158,1835
1398,1399,Premium,2022-10-12,2023-07-04,Spain,EMEA,31,30대,청년층,Female,Smart TV,20.32,5229,3536,1693
1399,1400,Basic,2022-10-15,2023-07-06,Italy,EMEA,40,40대,중년층,Male,Laptop,9.03,5183,3545,1638
1400,1401,Premium,2022-10-17,2023-07-05,Spain,EMEA,35,30대,중년층,Female,Smart TV,20.32,5229,3536,1693
1401,1402,Basic,2022-10-21,2023-07-04,Spain,EMEA,39,30대,중년층,Female,Laptop,9.03,5229,3536,1693
1402,1403,Standard,2022-10-23,2023-07-05,United States,UCAN,48,40대,중년층,Male,Laptop,13.99,5818,3826,1992
1403,1404,Standard,2022-10-24,2023-07-05,Canada,UCAN,42,40대,중년층,Female,Tablet,11.87,6239,4311,1928
1404,1405,Basic,2022-10-27,2023-07-06,United States,UCAN,48,40대,중년층,Female,Smart TV,8.99,5818,3826,1992
1405,1406,Premium,2022-10-30,2023-07-07,United States,UCAN,33,30대,청년층,Female,Smart TV,17.99,5818,3826,1992
1406,1407,Basic,2022-10-31,2023-07-04,Canada,UCAN,45,40대,중년층,Female,Smart TV,7.91,6239,4311,1928
1407,1408,Standard,2022-11-03,2023-07-04,United Kingdom,EMEA,40,40대,중년층,Female,Smart TV,13.2,6643,4551,2092
1408,1409,Premium,2022-11-05,2023-07-06,Australia,APAC,38,30대,중년층,Male,Tablet,16.39,6114,4050,2064
1409,1410,Basic,2022-11-06,2023-07-06,Germany,EMEA,31,30대,청년층,Female,Tablet,9.03,5668,3814,1854
1410,1411,Premium,2022-11-01,2023-07-04,France,EMEA,33,30대,청년층,Female,Smart TV,20.32,5445,3604,1841
1411,1412,Basic,2022-11-02,2023-07-05,Brazil,LATM,27,20대,청년층,Male,Laptop,4.61,4972,3162,1810
1412,1413,Standard,2022-11-02,2023-07-05,Mexico,LATM,47,40대,중년층,Male,Smartphone,10.43,4993,3158,1835
1413,1414,Standard,2022-11-01,2023-07-06,Spain,EMEA,41,40대,중년층,Male,Tablet,14.67,5229,3536,1693
1414,1415,Basic,2022-10-17,2023-07-03,Italy,EMEA,32,30대,청년층,Female,Smart TV,9.03,5183,3545,1638
1415,1416,Premium,2022-10-18,2023-07-05,Spain,EMEA,31,30대,청년층,Male,Smart TV,20.32,5229,3536,1693
1416,1417,Basic,2022-09-28,2023-07-05,Spain,EMEA,43,40대,중년층,Female,Tablet,9.03,5229,3536,1693
1417,1418,Standard,2022-09-23,2023-07-05,United States,UCAN,42,40대,중년층,Female,Smart TV,13.99,5818,3826,1992
1418,1419,Premium,2022-09-22,2023-07-03,Canada,UCAN,46,40대,중년층,Male,Smartphone,15.03,6239,4311,1928
1419,1420,Basic,2022-08-31,2023-07-04,United States,UCAN,27,20대,청년층,Female,Smartphone,8.99,5818,3826,1992
1420,1421,Basic,2022-08-28,2023-07-05,United States,UCAN,48,40대,중년층,Female,Smart TV,8.99,5818,3826,1992
1421,1422,Basic,2022-08-27,2023-07-05,Canada,UCAN,49,40대,중년층,Male,Laptop,7.91,6239,4311,1928
1422,1423,Standard,2022-08-17,2023-07-03,United Kingdom,EMEA,43,40대,중년층,Male,Smart TV,13.2,6643,4551,2092
1423,1424,Premium,2022-08-09,2023-07-04,Australia,APAC,38,30대,중년층,Male,Laptop,16.39,6114,4050,2064
1424,1425,Basic,2022-07-24,2023-07-05,Germany,EMEA,37,30대,중년층,Male,Smartphone,9.03,5668,3814,1854
1425,1426,Basic,2022-07-16,2023-07-04,France,EMEA,39,30대,중년층,Female,Smart TV,10.16,5445,3604,1841
1426,1427,Premium,2022-07-15,2023-07-03,Brazil,LATM,40,40대,중년층,Male,Tablet,9.96,4972,3162,1810
1427,1428,Standard,2022-07-12,2023-07-05,Mexico,LATM,40,40대,중년층,Male,Smart TV,10.43,4993,3158,1835
1428,1429,Standard,2022-07-12,2023-07-06,Spain,EMEA,48,40대,중년층,Male,Laptop,14.67,5229,3536,1693
1429,1430,Basic,2022-07-09,2023-07-05,Italy,EMEA,43,40대,중년층,Female,Smart TV,9.03,5183,3545,1638
1430,1431,Premium,2022-07-05,2023-07-02,Spain,EMEA,46,40대,중년층,Male,Laptop,20.32,5229,3536,1693
1431,1432,Standard,2022-07-05,2023-07-05,Spain,EMEA,43,40대,중년층,Male,Smartphone,14.67,5229,3536,1693
1432,1433,Basic,2022-07-03,2023-07-05,United States,UCAN,30,30대,청년층,Female,Tablet,8.99,5818,3826,1992
1433,1434,Standard,2022-07-01,2023-07-04,Canada,UCAN,51,50대 이상,장년층,Female,Laptop,11.87,6239,4311,1928
1434,1435,Premium,2022-06-30,2023-07-03,United States,UCAN,30,30대,청년층,Male,Smartphone,17.99,5818,3826,1992
1435,1436,Basic,2022-06-27,2023-07-04,United States,UCAN,47,40대,중년층,Female,Smart TV,8.99,5818,3826,1992
1436,1437,Premium,2022-06-28,2023-07-04,Canada,UCAN,41,40대,중년층,Male,Laptop,15.03,6239,4311,1928
1437,1438,Standard,2022-06-28,2023-07-05,United Kingdom,EMEA,45,40대,중년층,Female,Smartphone,13.2,6643,4551,2092
1438,1439,Basic,2022-06-24,2023-07-04,Australia,APAC,47,40대,중년층,Female,Laptop,7.84,6114,4050,2064
1439,1440,Standard,2022-06-24,2023-07-05,Germany,EMEA,48,40대,중년층,Female,Smart TV,14.67,5668,3814,1854
1440,1441,Premium,2022-06-25,2023-07-04,France,EMEA,51,50대 이상,장년층,Female,Tablet,20.32,5445,3604,1841
1441,1442,Basic,2022-06-26,2023-07-06,Brazil,LATM,29,20대,청년층,Male,Smart TV,4.61,4972,3162,1810
1442,1443,Standard,2022-06-27,2023-07-05,Mexico,LATM,43,40대,중년층,Female,Laptop,10.43,4993,3158,1835
1443,1444,Premium,2022-06-29,2023-07-07,Spain,EMEA,49,40대,중년층,Female,Tablet,20.32,5229,3536,1693
1444,1445,Basic,2022-07-02,2023-07-03,Italy,EMEA,37,30대,중년층,Male,Smartphone,9.03,5183,3545,1638
1445,1446,Premium,2022-07-07,2023-07-05,Spain,EMEA,48,40대,중년층,Male,Tablet,20.32,5229,3536,1693
1446,1447,Basic,2022-07-13,2023-07-05,Spain,EMEA,36,30대,중년층,Female,Tablet,9.03,5229,3536,1693
1447,1448,Standard,2022-07-18,2023-07-07,United States,UCAN,33,30대,청년층,Female,Laptop,13.99,5818,3826,1992
1448,1449,Standard,2022-07-24,2023-07-04,Canada,UCAN,38,30대,중년층,Female,Laptop,11.87,6239,4311,1928
1449,1450,Basic,2022-07-31,2023-07-06,United States,UCAN,42,40대,중년층,Female,Smartphone,8.99,5818,3826,1992
1450,1451,Premium,2022-08-01,2023-07-05,United States,UCAN,30,30대,청년층,Female,Tablet,17.99,5818,3826,1992
1451,1452,Basic,2022-08-08,2023-07-06,Canada,UCAN,39,30대,중년층,Male,Smart TV,7.91,6239,4311,1928
1452,1453,Standard,2022-08-13,2023-07-04,United Kingdom,EMEA,36,30대,중년층,Male,Smartphone,13.2,6643,4551,2092
1453,1454,Premium,2022-08-14,2023-07-06,Australia,APAC,27,20대,청년층,Female,Smartphone,16.39,6114,4050,2064
1454,1455,Basic,2022-08-23,2023-07-04,Germany,EMEA,49,40대,중년층,Male,Smart TV,9.03,5668,3814,1854
1455,1456,Premium,2022-08-27,2023-07-06,France,EMEA,31,30대,청년층,Male,Laptop,20.32,5445,3604,1841
1456,1457,Basic,2022-08-31,2023-07-05,Brazil,LATM,36,30대,중년층,Male,Laptop,4.61,4972,3162,1810
1457,1458,Standard,2022-09-09,2023-07-06,Mexico,LATM,41,40대,중년층,Female,Tablet,10.43,4993,3158,1835
1458,1459,Standard,2022-09-10,2023-07-04,Spain,EMEA,45,40대,중년층,Female,Laptop,14.67,5229,3536,1693
1459,1460,Basic,2022-09-12,2023-07-05,Italy,EMEA,45,40대,중년층,Male,Smart TV,9.03,5183,3545,1638
1460,1461,Premium,2022-09-17,2023-07-05,Spain,EMEA,32,30대,청년층,Male,Smart TV,20.32,5229,3536,1693
1461,1462,Basic,2022-09-21,2023-07-06,Spain,EMEA,41,40대,중년층,Female,Smartphone,9.03,5229,3536,1693
1462,1463,Standard,2022-10-02,2023-07-03,United States,UCAN,37,30대,중년층,Male,Smart TV,13.99,5818,3826,1992
1463,1464,Premium,2022-10-04,2023-07-05,Canada,UCAN,27,20대,청년층,Male,Laptop,15.03,6239,4311,1928
1464,1465,Basic,2022-10-06,2023-07-04,United States,UCAN,41,40대,중년층,Male,Laptop,8.99,5818,3826,1992
1465,1466,Premium,2022-10-07,2023-07-06,United States,UCAN,30,30대,청년층,Female,Smart TV,17.99,5818,3826,1992
1466,1467,Basic,2022-10-08,2023-07-04,Canada,UCAN,43,40대,중년층,Male,Smartphone,7.91,6239,4311,1928
1467,1468,Standard,2022-10-11,2023-07-05,United Kingdom,EMEA,51,50대 이상,장년층,Male,Laptop,13.2,6643,4551,2092
1468,1469,Standard,2022-10-13,2023-07-04,Australia,APAC,46,40대,중년층,Female,Smart TV,12.12,6114,4050,2064
1469,1470,Basic,2022-10-15,2023-07-06,Germany,EMEA,27,20대,청년층,Female,Tablet,9.03,5668,3814,1854
1470,1471,Premium,2022-10-19,2023-07-06,France,EMEA,51,50대 이상,장년층,Female,Smartphone,20.32,5445,3604,1841
1471,1472,Basic,2022-10-21,2023-07-06,Brazil,LATM,28,20대,청년층,Female,Laptop,4.61,4972,3162,1810
1472,1473,Standard,2022-10-23,2023-07-05,Mexico,LATM,33,30대,청년층,Male,Smartphone,10.43,4993,3158,1835
1473,1474,Premium,2022-10-26,2023-07-05,Spain,EMEA,31,30대,청년층,Female,Laptop,20.32,5229,3536,1693
1474,1475,Basic,2022-10-27,2023-07-06,Italy,EMEA,47,40대,중년층,Male,Laptop,9.03,5183,3545,1638
1475,1476,Premium,2022-10-31,2023-07-07,Spain,EMEA,45,40대,중년층,Female,Tablet,20.32,5229,3536,1693
1476,1477,Basic,2022-11-03,2023-07-05,Spain,EMEA,42,40대,중년층,Male,Smart TV,9.03,5229,3536,1693
1477,1478,Standard,2022-11-05,2023-07-06,United States,UCAN,47,40대,중년층,Female,Smart TV,13.99,5818,3826,1992
1478,1479,Standard,2022-11-06,2023-07-06,Canada,UCAN,29,20대,청년층,Female,Smart TV,11.87,6239,4311,1928
1479,1480,Basic,2022-11-03,2023-07-07,United States,UCAN,49,40대,중년층,Female,Laptop,8.99,5818,3826,1992
1480,1481,Premium,2022-11-03,2023-07-04,United States,UCAN,41,40대,중년층,Female,Laptop,17.99,5818,3826,1992
1481,1482,Basic,2022-11-04,2023-07-05,Canada,UCAN,45,40대,중년층,Male,Smartphone,7.91,6239,4311,1928
1482,1483,Standard,2022-11-02,2023-07-06,United Kingdom,EMEA,49,40대,중년층,Male,Smart TV,13.2,6643,4551,2092
1483,1484,Premium,2022-10-27,2023-07-06,Australia,APAC,41,40대,중년층,Male,Smart TV,16.39,6114,4050,2064
1484,1485,Basic,2022-10-27,2023-07-04,Germany,EMEA,37,30대,중년층,Male,Laptop,9.03,5668,3814,1854
1485,1486,Premium,2022-10-15,2023-07-05,France,EMEA,31,30대,청년층,Male,Smartphone,20.32,5445,3604,1841
1486,1487,Basic,2022-10-03,2023-07-05,Brazil,LATM,29,20대,청년층,Male,Smartphone,4.61,4972,3162,1810
1487,1488,Standard,2022-09-25,2023-07-05,Mexico,LATM,51,50대 이상,장년층,Female,Smart TV,10.43,4993,3158,1835
1488,1489,Standard,2022-09-16,2023-07-03,Spain,EMEA,33,30대,청년층,Male,Smart TV,14.67,5229,3536,1693
1489,1490,Basic,2022-09-14,2023-07-04,Italy,EMEA,31,30대,청년층,Male,Smartphone,9.03,5183,3545,1638
1490,1491,Premium,2022-09-11,2023-07-05,Spain,EMEA,42,40대,중년층,Female,Laptop,20.32,5229,3536,1693
1491,1492,Basic,2022-09-09,2023-07-05,Spain,EMEA,48,40대,중년층,Female,Laptop,9.03,5229,3536,1693
1492,1493,Standard,2022-08-12,2023-07-03,United States,UCAN,37,30대,중년층,Female,Laptop,13.99,5818,3826,1992
1493,1494,Premium,2022-08-04,2023-07-06,Canada,UCAN,51,50대 이상,장년층,Female,Smartphone,15.03,6239,4311,1928
1494,1495,Basic,2022-08-04,2023-07-06,United States,UCAN,29,20대,청년층,Female,Tablet,8.99,5818,3826,1992
1495,1496,Basic,2022-07-31,2023-07-05,United States,UCAN,46,40대,중년층,Male,Tablet,8.99,5818,3826,1992
1496,1497,Basic,2022-07-29,2023-07-03,Canada,UCAN,35,30대,중년층,Male,Smart TV,7.91,6239,4311,1928
1497,1498,Standard,2022-07-14,2023-07-05,United Kingdom,EMEA,44,40대,중년층,Female,Smartphone,13.2,6643,4551,2092
1498,1499,Premium,2022-07-13,2023-07-06,Australia,APAC,36,30대,중년층,Male,Smart TV,16.39,6114,4050,2064
1499,1500,Basic,2022-07-11,2023-07-05,Germany,EMEA,38,30대,중년층,Female,Tablet,9.03,5668,3814,1854
1500,1501,Basic,2022-07-12,2023-07-03,France,EMEA,36,30대,중년층,Male,Smart TV,10.16,5445,3604,1841
1501,1502,Premium,2022-07-11,2023-07-05,Brazil,LATM,40,40대,중년층,Female,Laptop,9.96,4972,3162,1810
1502,1503,Standard,2022-07-02,2023-07-05,Mexico,LATM,29,20대,청년층,Male,Laptop,10.43,4993,3158,1835
1503,1504,Standard,2022-06-30,2023-07-06,Spain,EMEA,32,30대,청년층,Male,Smart TV,14.67,5229,3536,1693
1504,1505,Basic,2022-06-30,2023-07-05,Italy,EMEA,30,30대,청년층,Male,Laptop,9.03,5183,3545,1638
1505,1506,Premium,2022-06-29,2023-07-05,Spain,EMEA,47,40대,중년층,Male,Smartphone,20.32,5229,3536,1693
1506,1507,Standard,2022-06-30,2023-07-04,Spain,EMEA,28,20대,청년층,Female,Tablet,14.67,5229,3536,1693
1507,1508,Basic,2022-06-24,2023-07-05,United States,UCAN,49,40대,중년층,Male,Laptop,8.99,5818,3826,1992
1508,1509,Standard,2022-06-25,2023-07-04,Canada,UCAN,50,50대 이상,장년층,Male,Smartphone,11.87,6239,4311,1928
1509,1510,Premium,2022-06-25,2023-07-07,United States,UCAN,33,30대,청년층,Male,Smart TV,17.99,5818,3826,1992
1510,1511,Basic,2022-06-26,2023-07-04,United States,UCAN,50,50대 이상,장년층,Male,Smart TV,8.99,5818,3826,1992
1511,1512,Premium,2022-06-27,2023-07-06,Canada,UCAN,28,20대,청년층,Female,Smart TV,15.03,6239,4311,1928
1512,1513,Standard,2022-06-29,2023-07-06,United Kingdom,EMEA,41,40대,중년층,Male,Smartphone,13.2,6643,4551,2092
1513,1514,Basic,2022-07-01,2023-07-07,Australia,APAC,30,30대,청년층,Female,Smartphone,7.84,6114,4050,2064
1514,1515,Standard,2022-07-03,2023-07-04,Germany,EMEA,32,30대,청년층,Male,Smart TV,14.67,5668,3814,1854
1515,1516,Premium,2022-07-12,2023-07-07,France,EMEA,50,50대 이상,장년층,Male,Laptop,20.32,5445,3604,1841
1516,1517,Basic,2022-07-15,2023-07-05,Brazil,LATM,28,20대,청년층,Female,Smart TV,4.61,4972,3162,1810
1517,1518,Standard,2022-07-19,2023-07-07,Mexico,LATM,45,40대,중년층,Male,Smart TV,10.43,4993,3158,1835
1518,1519,Premium,2022-07-27,2023-07-05,Spain,EMEA,31,30대,청년층,Male,Tablet,20.32,5229,3536,1693
1519,1520,Basic,2022-07-29,2023-07-06,Italy,EMEA,27,20대,청년층,Female,Smartphone,9.03,5183,3545,1638
1520,1521,Premium,2022-08-06,2023-07-05,Spain,EMEA,49,40대,중년층,Male,Tablet,20.32,5229,3536,1693
1521,1522,Basic,2022-08-13,2023-07-06,Spain,EMEA,32,30대,청년층,Female,Laptop,9.03,5229,3536,1693
1522,1523,Standard,2022-08-14,2023-07-05,United States,UCAN,38,30대,중년층,Male,Smart TV,13.99,5818,3826,1992
1523,1524,Standard,2022-08-20,2023-07-07,Canada,UCAN,39,30대,중년층,Male,Smartphone,11.87,6239,4311,1928
1524,1525,Basic,2022-08-24,2023-07-04,United States,UCAN,50,50대 이상,장년층,Female,Tablet,8.99,5818,3826,1992
1525,1526,Premium,2022-08-28,2023-07-06,United States,UCAN,51,50대 이상,장년층,Male,Tablet,17.99,5818,3826,1992
1526,1527,Basic,2022-09-05,2023-07-05,Canada,UCAN,32,30대,청년층,Female,Smart TV,7.91,6239,4311,1928
1527,1528,Standard,2022-09-10,2023-07-07,United Kingdom,EMEA,45,40대,중년층,Female,Smart TV,13.2,6643,4551,2092
1528,1529,Premium,2022-09-11,2023-07-04,Australia,APAC,31,30대,청년층,Female,Laptop,16.39,6114,4050,2064
1529,1530,Basic,2022-09-14,2023-07-06,Germany,EMEA,44,40대,중년층,Male,Smartphone,9.03,5668,3814,1854
1530,1531,Premium,2022-09-21,2023-07-05,France,EMEA,30,30대,청년층,Female,Tablet,20.32,5445,3604,1841
1531,1532,Basic,2022-09-26,2023-07-07,Brazil,LATM,44,40대,중년층,Female,Tablet,4.61,4972,3162,1810
1532,1533,Standard,2022-09-30,2023-07-03,Mexico,LATM,37,30대,중년층,Male,Tablet,10.43,4993,3158,1835
1533,1534,Standard,2022-10-02,2023-07-06,Spain,EMEA,30,30대,청년층,Female,Tablet,14.67,5229,3536,1693
1534,1535,Basic,2022-10-06,2023-07-05,Italy,EMEA,31,30대,청년층,Female,Smart TV,9.03,5183,3545,1638
1535,1536,Premium,2022-10-07,2023-07-06,Spain,EMEA,31,30대,청년층,Female,Laptop,20.32,5229,3536,1693
1536,1537,Basic,2022-10-09,2023-07-06,Spain,EMEA,44,40대,중년층,Male,Tablet,9.03,5229,3536,1693
1537,1538,Standard,2022-10-11,2023-07-05,United States,UCAN,44,40대,중년층,Female,Smart TV,13.99,5818,3826,1992
1538,1539,Premium,2022-10-12,2023-07-05,Canada,UCAN,34,30대,청년층,Male,Laptop,15.03,6239,4311,1928
1539,1540,Basic,2022-10-16,2023-07-06,United States,UCAN,42,40대,중년층,Male,Laptop,8.99,5818,3826,1992
1540,1541,Premium,2022-10-17,2023-07-07,United States,UCAN,33,30대,청년층,Male,Smartphone,17.99,5818,3826,1992
1541,1542,Basic,2022-10-21,2023-07-07,Canada,UCAN,35,30대,중년층,Male,Smart TV,7.91,6239,4311,1928
1542,1543,Standard,2022-10-23,2023-07-06,United Kingdom,EMEA,34,30대,청년층,Female,Laptop,13.2,6643,4551,2092
1543,1544,Standard,2022-10-25,2023-07-05,Australia,APAC,47,40대,중년층,Male,Tablet,12.12,6114,4050,2064
1544,1545,Basic,2022-10-27,2023-07-06,Germany,EMEA,43,40대,중년층,Female,Laptop,9.03,5668,3814,1854
1545,1546,Premium,2022-10-29,2023-07-08,France,EMEA,43,40대,중년층,Male,Smart TV,20.32,5445,3604,1841
1546,1547,Basic,2022-11-01,2023-07-05,Brazil,LATM,35,30대,중년층,Female,Smartphone,4.61,4972,3162,1810
1547,1548,Standard,2022-11-04,2023-07-06,Mexico,LATM,39,30대,중년층,Male,Tablet,10.43,4993,3158,1835
1548,1549,Premium,2022-11-04,2023-07-06,Spain,EMEA,39,30대,중년층,Male,Tablet,20.32,5229,3536,1693
1549,1550,Basic,2022-11-04,2023-07-07,Italy,EMEA,49,40대,중년층,Female,Smart TV,9.03,5183,3545,1638
1550,1551,Premium,2022-11-05,2023-07-04,Spain,EMEA,30,30대,청년층,Male,Tablet,20.32,5229,3536,1693
1551,1552,Basic,2022-11-02,2023-07-05,Spain,EMEA,31,30대,청년층,Female,Tablet,9.03,5229,3536,1693
1552,1553,Standard,2022-11-03,2023-07-06,United States,UCAN,39,30대,중년층,Male,Tablet,13.99,5818,3826,1992
1553,1554,Standard,2022-10-30,2023-07-06,Canada,UCAN,30,30대,청년층,Female,Laptop,11.87,6239,4311,1928
1554,1555,Basic,2022-10-31,2023-07-04,United States,UCAN,43,40대,중년층,Female,Smartphone,8.99,5818,3826,1992
1555,1556,Premium,2022-10-14,2023-07-05,United States,UCAN,29,20대,청년층,Female,Smartphone,17.99,5818,3826,1992
1556,1557,Basic,2022-09-26,2023-07-05,Canada,UCAN,46,40대,중년층,Male,Smart TV,7.91,6239,4311,1928
1557,1558,Standard,2022-09-17,2023-07-06,United Kingdom,EMEA,35,30대,중년층,Male,Smartphone,13.2,6643,4551,2092
1558,1559,Premium,2022-09-16,2023-07-03,Australia,APAC,30,30대,청년층,Male,Tablet,16.39,6114,4050,2064
1559,1560,Basic,2022-09-12,2023-07-07,Germany,EMEA,39,30대,중년층,Female,Smart TV,9.03,5668,3814,1854
1560,1561,Premium,2022-09-12,2023-07-06,France,EMEA,41,40대,중년층,Male,Laptop,20.32,5445,3604,1841
1561,1562,Basic,2022-08-29,2023-07-05,Brazil,LATM,27,20대,청년층,Male,Smartphone,4.61,4972,3162,1810
1562,1563,Standard,2022-08-25,2023-07-03,Mexico,LATM,42,40대,중년층,Male,Laptop,10.43,4993,3158,1835
1563,1564,Standard,2022-08-15,2023-07-06,Spain,EMEA,45,40대,중년층,Female,Tablet,14.67,5229,3536,1693
1564,1565,Basic,2022-08-11,2023-07-07,Italy,EMEA,36,30대,중년층,Female,Smart TV,9.03,5183,3545,1638
1565,1566,Premium,2022-08-10,2023-07-06,Spain,EMEA,35,30대,중년층,Male,Laptop,20.32,5229,3536,1693
1566,1567,Basic,2022-07-26,2023-07-04,Spain,EMEA,38,30대,중년층,Male,Smartphone,9.03,5229,3536,1693
1567,1568,Standard,2022-07-19,2023-07-06,United States,UCAN,41,40대,중년층,Female,Smart TV,13.99,5818,3826,1992
1568,1569,Premium,2022-07-17,2023-07-06,Canada,UCAN,43,40대,중년층,Male,Tablet,15.03,6239,4311,1928
1569,1570,Basic,2022-07-17,2023-07-06,United States,UCAN,44,40대,중년층,Male,Tablet,8.99,5818,3826,1992
1570,1571,Basic,2022-07-17,2023-07-04,United States,UCAN,35,30대,중년층,Male,Tablet,8.99,5818,3826,1992
1571,1572,Basic,2022-07-11,2023-07-06,Canada,UCAN,39,30대,중년층,Male,Laptop,7.91,6239,4311,1928
1572,1573,Standard,2022-07-07,2023-07-05,United Kingdom,EMEA,43,40대,중년층,Male,Smart TV,13.2,6643,4551,2092
1573,1574,Premium,2022-07-07,2023-07-06,Australia,APAC,36,30대,중년층,Male,Smart TV,16.39,6114,4050,2064
1574,1575,Basic,2022-07-08,2023-07-05,Germany,EMEA,49,40대,중년층,Female,Laptop,9.03,5668,3814,1854
1575,1576,Basic,2022-07-06,2023-07-08,France,EMEA,29,20대,청년층,Female,Smartphone,10.16,5445,3604,1841
1576,1577,Premium,2022-07-03,2023-07-04,Brazil,LATM,45,40대,중년층,Male,Tablet,9.96,4972,3162,1810
1577,1578,Standard,2022-06-30,2023-07-06,Mexico,LATM,44,40대,중년층,Female,Laptop,10.43,4993,3158,1835
1578,1579,Standard,2022-06-27,2023-07-04,Spain,EMEA,40,40대,중년층,Female,Smart TV,14.67,5229,3536,1693
1579,1580,Basic,2022-06-26,2023-07-08,Italy,EMEA,51,50대 이상,장년층,Female,Smart TV,9.03,5183,3545,1638
1580,1581,Premium,2022-06-27,2023-07-05,Spain,EMEA,30,30대,청년층,Female,Smart TV,20.32,5229,3536,1693
1581,1582,Standard,2022-06-28,2023-07-08,Spain,EMEA,50,50대 이상,장년층,Male,Smart TV,14.67,5229,3536,1693
1582,1583,Basic,2022-06-30,2023-07-06,United States,UCAN,39,30대,중년층,Male,Tablet,8.99,5818,3826,1992
1583,1584,Standard,2022-07-02,2023-07-07,Canada,UCAN,51,50대 이상,장년층,Male,Tablet,11.87,6239,4311,1928
1584,1585,Premium,2022-07-05,2023-07-05,United States,UCAN,42,40대,중년층,Male,Laptop,17.99,5818,3826,1992
1585,1586,Basic,2022-07-11,2023-07-07,United States,UCAN,34,30대,청년층,Female,Tablet,8.99,5818,3826,1992
1586,1587,Premium,2022-07-18,2023-07-06,Canada,UCAN,28,20대,청년층,Male,Tablet,15.03,6239,4311,1928
1587,1588,Standard,2022-07-25,2023-07-07,United Kingdom,EMEA,43,40대,중년층,Male,Tablet,13.2,6643,4551,2092
1588,1589,Basic,2022-07-28,2023-07-06,Australia,APAC,27,20대,청년층,Female,Tablet,7.84,6114,4050,2064
1589,1590,Standard,2022-08-05,2023-07-08,Germany,EMEA,49,40대,중년층,Female,Smart TV,14.67,5668,3814,1854
1590,1591,Premium,2022-08-09,2023-07-05,France,EMEA,35,30대,중년층,Female,Laptop,20.32,5445,3604,1841
1591,1592,Basic,2022-08-14,2023-07-06,Brazil,LATM,34,30대,청년층,Male,Tablet,4.61,4972,3162,1810
1592,1593,Standard,2022-08-15,2023-07-05,Mexico,LATM,28,20대,청년층,Male,Smartphone,10.43,4993,3158,1835
1593,1594,Premium,2022-08-16,2023-07-07,Spain,EMEA,49,40대,중년층,Female,Tablet,20.32,5229,3536,1693
1594,1595,Basic,2022-08-25,2023-07-04,Italy,EMEA,51,50대 이상,장년층,Female,Tablet,9.03,5183,3545,1638
1595,1596,Premium,2022-08-27,2023-07-06,Spain,EMEA,36,30대,중년층,Male,Laptop,20.32,5229,3536,1693
1596,1597,Basic,2022-09-06,2023-07-06,Spain,EMEA,37,30대,중년층,Male,Smart TV,9.03,5229,3536,1693
1597,1598,Standard,2022-09-08,2023-07-07,United States,UCAN,48,40대,중년층,Male,Laptop,13.99,5818,3826,1992
1598,1599,Standard,2022-09-13,2023-07-04,Canada,UCAN,45,40대,중년층,Female,Smart TV,11.87,6239,4311,1928
