,User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Subscription Cost
1237,1238,Standard,12,22-07-12,23-07-04,United States,28,Female,Smartphone,1 Month,13.99
1238,1239,Premium,11,22-07-16,23-07-02,Canada,27,Male,Laptop,1 Month,15.03
1239,1240,Basic,11,22-07-20,23-07-04,United States,30,Female,Laptop,1 Month,8.99
1240,1241,Premium,14,22-07-28,23-07-02,United States,47,Female,Laptop,1 Month,17.99
1241,1242,Basic,14,22-07-31,23-07-05,Canada,49,Female,Tablet,1 Month,7.91
1242,1243,Standard,14,22-08-14,23-07-02,United Kingdom,43,Female,Smartphone,1 Month,13.2
1243,1244,Standard,12,22-08-16,23-07-04,Australia,42,Male,Tablet,1 Month,12.12
1244,1245,Basic,14,22-08-18,23-07-03,Germany,29,Female,Smartphone,1 Month,9.03
1245,1246,Premium,15,22-08-27,23-07-05,France,35,Female,Smartphone,1 Month,20.32
1246,1247,Basic,13,22-09-01,23-07-02,Brazil,41,Female,Smartphone,1 Month,4.61
1247,1248,Standard,13,22-09-03,23-07-05,Mexico,47,Female,Smart TV,1 Month,10.43
1248,1249,Premium,14,22-09-07,23-07-03,Spain,28,Female,Smart TV,1 Month,20.32
1249,1250,Basic,10,22-09-08,23-07-04,Italy,44,Female,Smartphone,1 Month,9.03
1250,1251,Premium,10,22-09-14,23-07-03,Spain,28,Female,Tablet,1 Month,20.32
1251,1252,Basic,11,22-09-15,23-07-05,Spain,51,Male,Laptop,1 Month,9.03
1252,1253,Standard,11,22-09-27,23-07-02,United States,48,Male,Laptop,1 Month,13.99
1253,1254,Standard,14,22-09-30,23-07-04,Canada,49,Female,Tablet,1 Month,11.87
1254,1255,Basic,10,22-10-02,23-07-04,United States,50,Male,Smart TV,1 Month,8.99
1255,1256,Premium,13,22-10-03,23-07-05,United States,43,Male,Laptop,1 Month,17.99
1256,1257,Basic,14,22-10-05,23-07-01,Canada,32,Male,Smart TV,1 Month,7.91
1257,1258,Standard,15,22-10-10,23-07-03,United Kingdom,42,Female,Tablet,1 Month,13.2
1258,1259,Premium,13,22-10-11,23-07-03,Australia,41,Female,Laptop,1 Month,16.39
1259,1260,Basic,11,22-10-13,23-07-04,Germany,31,Male,Laptop,1 Month,9.03
1260,1261,Premium,11,22-10-14,23-07-02,France,37,Female,Smart TV,1 Month,20.32
1261,1262,Basic,12,22-10-16,23-07-03,Brazil,46,Male,Smart TV,1 Month,4.61
1262,1263,Standard,14,22-10-18,23-07-03,Mexico,30,Female,Tablet,1 Month,10.43
1263,1264,Standard,11,22-10-22,23-07-05,Spain,30,Female,Smart TV,1 Month,14.67
1264,1265,Basic,10,22-10-24,23-07-03,Italy,34,Female,Tablet,1 Month,9.03
1265,1266,Premium,15,22-10-25,23-07-04,Spain,47,Female,Laptop,1 Month,20.32
1266,1267,Basic,14,22-10-29,23-07-03,Spain,41,Male,Tablet,1 Month,9.03
1267,1268,Standard,13,22-11-02,23-07-04,United States,42,Female,Laptop,1 Month,13.99
1268,1269,Premium,12,22-11-03,23-07-05,Canada,48,Female,Smartphone,1 Month,15.03
1269,1270,Basic,11,22-11-04,23-07-06,United States,30,Female,Smart TV,1 Month,8.99
1270,1271,Basic,13,22-11-05,23-07-03,United States,51,Male,Smartphone,1 Month,8.99
1271,1272,Basic,13,22-11-05,23-07-04,Canada,27,Male,Smartphone,1 Month,7.91
1272,1273,Standard,13,22-10-31,23-07-04,United Kingdom,38,Male,Tablet,1 Month,13.2
1273,1274,Premium,12,22-10-27,23-07-05,Australia,29,Female,Smart TV,1 Month,16.39
1274,1275,Basic,11,22-10-25,23-07-03,Germany,40,Female,Smartphone,1 Month,9.03
1275,1276,Basic,12,22-10-26,23-07-04,France,31,Female,Laptop,1 Month,10.16
1276,1277,Premium,11,22-09-30,23-07-04,Brazil,30,Male,Smartphone,1 Month,9.96
1277,1278,Standard,13,22-09-27,23-07-05,Mexico,44,Male,Laptop,1 Month,10.43
1278,1279,Standard,14,22-09-12,23-07-03,Spain,34,Female,Tablet,1 Month,14.67
1279,1280,Basic,14,22-08-25,23-07-04,Italy,28,Female,Laptop,1 Month,9.03
1280,1281,Premium,13,22-08-25,23-07-04,Spain,41,Female,Laptop,1 Month,20.32
1281,1282,Standard,12,22-08-22,23-07-05,Spain,43,Male,Tablet,1 Month,14.67
1282,1283,Basic,10,22-08-17,23-07-02,United States,33,Male,Laptop,1 Month,8.99
1283,1284,Standard,12,22-08-09,23-07-03,Canada,32,Female,Tablet,1 Month,11.87
1284,1285,Premium,10,22-08-06,23-07-04,United States,39,Male,Smart TV,1 Month,17.99
1285,1286,Basic,15,22-07-17,23-07-04,United States,37,Male,Laptop,1 Month,8.99
1286,1287,Premium,11,22-07-12,23-07-02,Canada,46,Male,Tablet,1 Month,15.03
1287,1288,Standard,11,22-07-12,23-07-03,United Kingdom,39,Male,Smartphone,1 Month,13.2
1288,1289,Basic,12,22-07-02,23-07-04,Australia,46,Female,Tablet,1 Month,7.84
1289,1290,Standard,13,22-07-02,23-07-03,Germany,43,Male,Laptop,1 Month,14.67
1290,1291,Premium,10,22-06-30,23-07-02,France,32,Female,Laptop,1 Month,20.32
1291,1292,Basic,12,22-06-30,23-07-04,Brazil,30,Female,Smart TV,1 Month,4.61
1292,1293,Standard,11,22-07-01,23-07-04,Mexico,40,Female,Tablet,1 Month,10.43
1293,1294,Premium,11,22-06-30,23-07-04,Spain,51,Female,Smartphone,1 Month,20.32
1294,1295,Basic,10,22-06-29,23-07-02,Italy,40,Female,Smartphone,1 Month,9.03
1295,1296,Premium,12,22-06-30,23-07-03,Spain,28,Male,Smart TV,1 Month,20.32
1296,1297,Basic,14,22-06-29,23-07-04,Spain,51,Female,Smartphone,1 Month,9.03
1297,1298,Standard,14,22-06-26,23-07-03,United States,27,Male,Laptop,1 Month,13.99
1298,1299,Standard,14,22-06-27,23-07-01,Canada,35,Male,Smart TV,1 Month,11.87
1299,1300,Basic,11,22-06-24,23-07-03,United States,37,Male,Laptop,1 Month,8.99
1300,1301,Premium,14,22-06-23,23-07-04,United States,51,Male,Smart TV,1 Month,17.99
1301,1302,Basic,11,22-06-23,23-07-03,Canada,40,Male,Smart TV,1 Month,7.91
1302,1303,Standard,14,22-06-25,23-07-03,United Kingdom,38,Male,Laptop,1 Month,13.2
1303,1304,Premium,11,22-06-28,23-07-03,Australia,48,Female,Laptop,1 Month,16.39
1304,1305,Basic,11,22-07-01,23-07-03,Germany,49,Male,Smartphone,1 Month,9.03
1305,1306,Premium,15,22-07-02,23-07-05,France,33,Female,Laptop,1 Month,20.32
1306,1307,Basic,10,22-07-06,23-07-03,Brazil,34,Female,Tablet,1 Month,4.61
1307,1308,Standard,15,22-07-12,23-07-06,Mexico,39,Male,Tablet,1 Month,10.43
1308,1309,Standard,13,22-07-17,23-07-02,Spain,37,Female,Tablet,1 Month,14.67
1309,1310,Basic,15,22-07-23,23-07-05,Italy,44,Male,Laptop,1 Month,9.03
1310,1311,Premium,15,22-07-29,23-07-04,Spain,35,Male,Tablet,1 Month,20.32
1311,1312,Basic,11,22-08-06,23-07-06,Spain,31,Female,Laptop,1 Month,9.03
1312,1313,Standard,10,22-08-09,23-07-02,United States,39,Male,Smart TV,1 Month,13.99
1313,1314,Premium,13,22-08-14,23-07-05,Canada,38,Male,Tablet,1 Month,15.03
1314,1315,Basic,11,22-08-20,23-07-03,United States,42,Male,Smartphone,1 Month,8.99
1315,1316,Premium,12,22-08-28,23-07-05,United States,48,Female,Tablet,1 Month,17.99
1316,1317,Basic,11,22-09-02,23-07-03,Canada,31,Male,Tablet,1 Month,7.91
1317,1318,Standard,11,22-09-04,23-07-05,United Kingdom,42,Male,Smartphone,1 Month,13.2
1318,1319,Standard,14,22-09-06,23-07-03,Australia,35,Male,Smartphone,1 Month,12.12
1319,1320,Basic,10,22-09-14,23-07-05,Germany,39,Male,Laptop,1 Month,9.03
1320,1321,Premium,13,22-09-15,23-07-04,France,50,Female,Tablet,1 Month,20.32
1321,1322,Basic,11,22-09-16,23-07-06,Brazil,40,Male,Smartphone,1 Month,4.61
1322,1323,Standard,10,22-09-28,23-07-02,Mexico,29,Male,Smartphone,1 Month,10.43
1323,1324,Premium,10,22-10-02,23-07-04,Spain,48,Female,Smart TV,1 Month,20.32
1324,1325,Basic,15,22-10-03,23-07-04,Italy,34,Male,Smartphone,1 Month,9.03
1325,1326,Premium,10,22-10-05,23-07-05,Spain,48,Male,Smartphone,1 Month,20.32
1326,1327,Basic,12,22-10-07,23-07-02,Spain,48,Male,Laptop,1 Month,9.03
1327,1328,Standard,12,22-10-09,23-07-04,United States,35,Female,Tablet,1 Month,13.99
1328,1329,Standard,11,22-10-11,23-07-04,Canada,29,Male,Laptop,1 Month,11.87
1329,1330,Basic,14,22-10-13,23-07-05,United States,47,Female,Smart TV,1 Month,8.99
1330,1331,Premium,12,22-10-15,23-07-02,United States,36,Male,Smartphone,1 Month,17.99
1331,1332,Basic,12,22-10-17,23-07-04,Canada,40,Female,Smartphone,1 Month,7.91
1332,1333,Standard,14,22-10-21,23-07-04,United Kingdom,51,Male,Tablet,1 Month,13.2
1333,1334,Premium,12,22-10-23,23-07-05,Australia,37,Male,Smart TV,1 Month,16.39
1334,1335,Basic,12,22-10-24,23-07-06,Germany,36,Male,Tablet,1 Month,9.03
1335,1336,Premium,12,22-10-28,23-07-04,France,45,Male,Tablet,1 Month,20.32
1336,1337,Basic,11,22-10-31,23-07-04,Brazil,31,Female,Tablet,1 Month,4.61
1337,1338,Standard,14,22-11-03,23-07-04,Mexico,45,Female,Laptop,1 Month,10.43
1338,1339,Standard,11,22-11-04,23-07-05,Spain,30,Male,Laptop,1 Month,14.67
1339,1340,Basic,14,22-11-05,23-07-06,Italy,40,Female,Smartphone,1 Month,9.03
1340,1341,Premium,14,22-11-06,23-07-04,Spain,44,Female,Smart TV,1 Month,20.32
1341,1342,Basic,12,22-11-01,23-07-05,Spain,36,Female,Laptop,1 Month,9.03
1342,1343,Standard,10,22-11-01,23-07-05,United States,36,Male,Tablet,1 Month,13.99
1343,1344,Premium,11,22-10-29,23-07-05,Canada,32,Female,Smartphone,1 Month,15.03
1344,1345,Basic,10,22-10-27,23-07-03,United States,46,Male,Smart TV,1 Month,8.99
1345,1346,Basic,12,22-10-16,23-07-04,United States,39,Female,Smart TV,1 Month,8.99
1346,1347,Basic,13,22-10-14,23-07-04,Canada,30,Male,Smart TV,1 Month,7.91
1347,1348,Standard,13,22-09-14,23-07-05,United Kingdom,34,Male,Laptop,1 Month,13.2
1348,1349,Premium,14,22-09-03,23-07-03,Australia,28,Male,Laptop,1 Month,16.39
1349,1350,Basic,13,22-08-27,23-07-04,Germany,39,Female,Smartphone,1 Month,9.03
1350,1351,Basic,12,22-08-27,23-07-05,France,34,Female,Laptop,1 Month,10.16
1351,1352,Premium,13,22-08-21,23-07-05,Brazil,42,Male,Laptop,1 Month,9.96
1352,1353,Standard,13,22-08-13,23-07-02,Mexico,29,Female,Tablet,1 Month,10.43
1353,1354,Standard,13,22-08-12,23-07-04,Spain,29,Male,Tablet,1 Month,14.67
1354,1355,Basic,12,22-07-24,23-07-04,Italy,30,Male,Tablet,1 Month,9.03
1355,1356,Premium,11,22-07-24,23-07-04,Spain,51,Male,Smartphone,1 Month,20.32
1356,1357,Standard,11,22-07-12,23-07-02,Spain,51,Male,Smart TV,1 Month,14.67
1357,1358,Basic,13,22-07-09,23-07-04,United States,44,Male,Tablet,1 Month,8.99
1358,1359,Standard,13,22-07-09,23-07-05,Canada,35,Male,Laptop,1 Month,11.87
1359,1360,Premium,10,22-07-10,23-07-04,United States,39,Male,Smart TV,1 Month,17.99
1360,1361,Basic,12,22-07-02,23-07-02,United States,41,Female,Laptop,1 Month,8.99
1361,1362,Premium,13,22-07-02,23-07-04,Canada,44,Female,Laptop,1 Month,15.03
1362,1363,Standard,11,22-07-01,23-07-05,United Kingdom,29,Male,Laptop,1 Month,13.2
1363,1364,Basic,14,22-07-01,23-07-04,Australia,47,Male,Tablet,1 Month,7.84
1364,1365,Standard,10,22-06-30,23-07-02,Germany,28,Female,Smartphone,1 Month,14.67
1365,1366,Premium,15,22-06-29,23-07-04,France,45,Male,Laptop,1 Month,20.32
1366,1367,Basic,11,22-06-26,23-07-04,Brazil,28,Female,Smartphone,1 Month,4.61
1367,1368,Standard,14,22-06-27,23-07-03,Mexico,31,Female,Laptop,1 Month,10.43
1368,1369,Premium,13,22-06-25,23-07-03,Spain,47,Female,Laptop,1 Month,20.32
1369,1370,Basic,13,22-06-23,23-07-04,Italy,42,Female,Tablet,1 Month,9.03
1370,1371,Premium,14,22-06-24,23-07-04,Spain,34,Female,Laptop,1 Month,20.32
1371,1372,Basic,12,22-06-25,23-07-05,Spain,40,Female,Laptop,1 Month,9.03
1372,1373,Standard,13,22-06-26,23-07-04,United States,42,Female,Laptop,1 Month,13.99
1373,1374,Standard,14,22-06-27,23-07-07,Canada,33,Male,Smart TV,1 Month,11.87
1374,1375,Basic,12,22-06-30,23-07-03,United States,30,Male,Laptop,1 Month,8.99
1375,1376,Premium,14,22-07-03,23-07-05,United States,29,Male,Tablet,1 Month,17.99
1376,1377,Basic,13,22-07-09,23-07-04,Canada,31,Male,Smart TV,1 Month,7.91
1377,1378,Standard,14,22-07-17,23-07-06,United Kingdom,46,Female,Smart TV,1 Month,13.2
1378,1379,Premium,11,22-07-22,23-07-03,Australia,46,Female,Smartphone,1 Month,16.39
1379,1380,Basic,11,22-07-28,23-07-05,Germany,47,Male,Laptop,1 Month,9.03
1380,1381,Premium,12,22-08-04,23-07-04,France,48,Female,Smart TV,1 Month,20.32
1381,1382,Basic,13,22-08-08,23-07-06,Brazil,32,Female,Smart TV,1 Month,4.61
1382,1383,Standard,13,22-08-13,23-07-04,Mexico,51,Female,Tablet,1 Month,10.43
1383,1384,Standard,13,22-08-17,23-07-05,Spain,33,Male,Smart TV,1 Month,14.67
1384,1385,Basic,15,22-08-20,23-07-04,Italy,43,Male,Smartphone,1 Month,9.03
1385,1386,Premium,14,22-08-28,23-07-06,Spain,43,Female,Smart TV,1 Month,20.32
1386,1387,Basic,13,22-08-29,23-07-04,Spain,42,Male,Smart TV,1 Month,9.03
1387,1388,Standard,15,22-09-03,23-07-05,United States,30,Male,Smartphone,1 Month,13.99
1388,1389,Premium,13,22-09-10,23-07-03,Canada,50,Male,Smartphone,1 Month,15.03
1389,1390,Basic,11,22-09-13,23-07-05,United States,51,Female,Laptop,1 Month,8.99
1390,1391,Premium,14,22-09-15,23-07-04,United States,36,Female,Tablet,1 Month,17.99
1391,1392,Basic,13,22-09-25,23-07-06,Canada,41,Female,Tablet,1 Month,7.91
1392,1393,Standard,10,22-10-01,23-07-03,United Kingdom,37,Male,Smart TV,1 Month,13.2
1393,1394,Standard,11,22-10-02,23-07-04,Australia,30,Female,Tablet,1 Month,12.12
1394,1395,Basic,11,22-10-05,23-07-04,Germany,50,Female,Tablet,1 Month,9.03
1395,1396,Premium,14,22-10-06,23-07-05,France,41,Female,Smart TV,1 Month,20.32
1396,1397,Basic,14,22-10-07,23-07-03,Brazil,29,Female,Laptop,1 Month,4.61
1397,1398,Standard,12,22-10-10,23-07-04,Mexico,43,Male,Smart TV,1 Month,10.43
1398,1399,Premium,12,22-10-12,23-07-04,Spain,31,Female,Smart TV,1 Month,20.32
1399,1400,Basic,14,22-10-15,23-07-06,Italy,40,Male,Laptop,1 Month,9.03
1400,1401,Premium,12,22-10-17,23-07-05,Spain,35,Female,Smart TV,1 Month,20.32
1401,1402,Basic,13,22-10-21,23-07-04,Spain,39,Female,Laptop,1 Month,9.03
1402,1403,Standard,14,22-10-23,23-07-05,United States,48,Male,Laptop,1 Month,13.99
1403,1404,Standard,14,22-10-24,23-07-05,Canada,42,Female,Tablet,1 Month,11.87
1404,1405,Basic,11,22-10-27,23-07-06,United States,48,Female,Smart TV,1 Month,8.99
1405,1406,Premium,10,22-10-30,23-07-07,United States,33,Female,Smart TV,1 Month,17.99
1406,1407,Basic,14,22-10-31,23-07-04,Canada,45,Female,Smart TV,1 Month,7.91
1407,1408,Standard,14,22-11-03,23-07-04,United Kingdom,40,Female,Smart TV,1 Month,13.2
1408,1409,Premium,15,22-11-05,23-07-06,Australia,38,Male,Tablet,1 Month,16.39
1409,1410,Basic,14,22-11-06,23-07-06,Germany,31,Female,Tablet,1 Month,9.03
1410,1411,Premium,14,22-11-01,23-07-04,France,33,Female,Smart TV,1 Month,20.32
1411,1412,Basic,15,22-11-02,23-07-05,Brazil,27,Male,Laptop,1 Month,4.61
1412,1413,Standard,13,22-11-02,23-07-05,Mexico,47,Male,Smartphone,1 Month,10.43
1413,1414,Standard,15,22-11-01,23-07-06,Spain,41,Male,Tablet,1 Month,14.67
1414,1415,Basic,11,22-10-17,23-07-03,Italy,32,Female,Smart TV,1 Month,9.03
1415,1416,Premium,11,22-10-18,23-07-05,Spain,31,Male,Smart TV,1 Month,20.32
1416,1417,Basic,13,22-09-28,23-07-05,Spain,43,Female,Tablet,1 Month,9.03
1417,1418,Standard,15,22-09-23,23-07-05,United States,42,Female,Smart TV,1 Month,13.99
1418,1419,Premium,15,22-09-22,23-07-03,Canada,46,Male,Smartphone,1 Month,15.03
1419,1420,Basic,12,22-08-31,23-07-04,United States,27,Female,Smartphone,1 Month,8.99
1420,1421,Basic,15,22-08-28,23-07-05,United States,48,Female,Smart TV,1 Month,8.99
1421,1422,Basic,15,22-08-27,23-07-05,Canada,49,Male,Laptop,1 Month,7.91
1422,1423,Standard,12,22-08-17,23-07-03,United Kingdom,43,Male,Smart TV,1 Month,13.2
1423,1424,Premium,14,22-08-09,23-07-04,Australia,38,Male,Laptop,1 Month,16.39
1424,1425,Basic,13,22-07-24,23-07-05,Germany,37,Male,Smartphone,1 Month,9.03
1425,1426,Basic,12,22-07-16,23-07-04,France,39,Female,Smart TV,1 Month,10.16
1426,1427,Premium,10,22-07-15,23-07-03,Brazil,40,Male,Tablet,1 Month,9.96
1427,1428,Standard,12,22-07-12,23-07-05,Mexico,40,Male,Smart TV,1 Month,10.43
1428,1429,Standard,12,22-07-12,23-07-06,Spain,48,Male,Laptop,1 Month,14.67
1429,1430,Basic,13,22-07-09,23-07-05,Italy,43,Female,Smart TV,1 Month,9.03
1430,1431,Premium,10,22-07-05,23-07-02,Spain,46,Male,Laptop,1 Month,20.32
1431,1432,Standard,11,22-07-05,23-07-05,Spain,43,Male,Smartphone,1 Month,14.67
1432,1433,Basic,10,22-07-03,23-07-05,United States,30,Female,Tablet,1 Month,8.99
1433,1434,Standard,13,22-07-01,23-07-04,Canada,51,Female,Laptop,1 Month,11.87
1434,1435,Premium,12,22-06-30,23-07-03,United States,30,Male,Smartphone,1 Month,17.99
1435,1436,Basic,14,22-06-27,23-07-04,United States,47,Female,Smart TV,1 Month,8.99
1436,1437,Premium,13,22-06-28,23-07-04,Canada,41,Male,Laptop,1 Month,15.03
1437,1438,Standard,10,22-06-28,23-07-05,United Kingdom,45,Female,Smartphone,1 Month,13.2
1438,1439,Basic,14,22-06-24,23-07-04,Australia,47,Female,Laptop,1 Month,7.84
1439,1440,Standard,11,22-06-24,23-07-05,Germany,48,Female,Smart TV,1 Month,14.67
1440,1441,Premium,11,22-06-25,23-07-04,France,51,Female,Tablet,1 Month,20.32
1441,1442,Basic,10,22-06-26,23-07-06,Brazil,29,Male,Smart TV,1 Month,4.61
1442,1443,Standard,13,22-06-27,23-07-05,Mexico,43,Female,Laptop,1 Month,10.43
1443,1444,Premium,13,22-06-29,23-07-07,Spain,49,Female,Tablet,1 Month,20.32
1444,1445,Basic,11,22-07-02,23-07-03,Italy,37,Male,Smartphone,1 Month,9.03
1445,1446,Premium,13,22-07-07,23-07-05,Spain,48,Male,Tablet,1 Month,20.32
1446,1447,Basic,11,22-07-13,23-07-05,Spain,36,Female,Tablet,1 Month,9.03
1447,1448,Standard,14,22-07-18,23-07-07,United States,33,Female,Laptop,1 Month,13.99
1448,1449,Standard,14,22-07-24,23-07-04,Canada,38,Female,Laptop,1 Month,11.87
1449,1450,Basic,12,22-07-31,23-07-06,United States,42,Female,Smartphone,1 Month,8.99
1450,1451,Premium,15,22-08-01,23-07-05,United States,30,Female,Tablet,1 Month,17.99
1451,1452,Basic,10,22-08-08,23-07-06,Canada,39,Male,Smart TV,1 Month,7.91
1452,1453,Standard,14,22-08-13,23-07-04,United Kingdom,36,Male,Smartphone,1 Month,13.2
1453,1454,Premium,11,22-08-14,23-07-06,Australia,27,Female,Smartphone,1 Month,16.39
1454,1455,Basic,11,22-08-23,23-07-04,Germany,49,Male,Smart TV,1 Month,9.03
1455,1456,Premium,14,22-08-27,23-07-06,France,31,Male,Laptop,1 Month,20.32
1456,1457,Basic,10,22-08-31,23-07-05,Brazil,36,Male,Laptop,1 Month,4.61
1457,1458,Standard,14,22-09-09,23-07-06,Mexico,41,Female,Tablet,1 Month,10.43
1458,1459,Standard,10,22-09-10,23-07-04,Spain,45,Female,Laptop,1 Month,14.67
1459,1460,Basic,14,22-09-12,23-07-05,Italy,45,Male,Smart TV,1 Month,9.03
1460,1461,Premium,11,22-09-17,23-07-05,Spain,32,Male,Smart TV,1 Month,20.32
1461,1462,Basic,13,22-09-21,23-07-06,Spain,41,Female,Smartphone,1 Month,9.03
1462,1463,Standard,11,22-10-02,23-07-03,United States,37,Male,Smart TV,1 Month,13.99
1463,1464,Premium,10,22-10-04,23-07-05,Canada,27,Male,Laptop,1 Month,15.03
1464,1465,Basic,14,22-10-06,23-07-04,United States,41,Male,Laptop,1 Month,8.99
1465,1466,Premium,13,22-10-07,23-07-06,United States,30,Female,Smart TV,1 Month,17.99
1466,1467,Basic,12,22-10-08,23-07-04,Canada,43,Male,Smartphone,1 Month,7.91
1467,1468,Standard,12,22-10-11,23-07-05,United Kingdom,51,Male,Laptop,1 Month,13.2
1468,1469,Standard,12,22-10-13,23-07-04,Australia,46,Female,Smart TV,1 Month,12.12
1469,1470,Basic,10,22-10-15,23-07-06,Germany,27,Female,Tablet,1 Month,9.03
1470,1471,Premium,10,22-10-19,23-07-06,France,51,Female,Smartphone,1 Month,20.32
1471,1472,Basic,14,22-10-21,23-07-06,Brazil,28,Female,Laptop,1 Month,4.61
1472,1473,Standard,14,22-10-23,23-07-05,Mexico,33,Male,Smartphone,1 Month,10.43
1473,1474,Premium,12,22-10-26,23-07-05,Spain,31,Female,Laptop,1 Month,20.32
1474,1475,Basic,13,22-10-27,23-07-06,Italy,47,Male,Laptop,1 Month,9.03
1475,1476,Premium,10,22-10-31,23-07-07,Spain,45,Female,Tablet,1 Month,20.32
1476,1477,Basic,13,22-11-03,23-07-05,Spain,42,Male,Smart TV,1 Month,9.03
1477,1478,Standard,15,22-11-05,23-07-06,United States,47,Female,Smart TV,1 Month,13.99
1478,1479,Standard,12,22-11-06,23-07-06,Canada,29,Female,Smart TV,1 Month,11.87
1479,1480,Basic,13,22-11-03,23-07-07,United States,49,Female,Laptop,1 Month,8.99
1480,1481,Premium,14,22-11-03,23-07-04,United States,41,Female,Laptop,1 Month,17.99
1481,1482,Basic,13,22-11-04,23-07-05,Canada,45,Male,Smartphone,1 Month,7.91
1482,1483,Standard,14,22-11-02,23-07-06,United Kingdom,49,Male,Smart TV,1 Month,13.2
1483,1484,Premium,13,22-10-27,23-07-06,Australia,41,Male,Smart TV,1 Month,16.39
1484,1485,Basic,15,22-10-27,23-07-04,Germany,37,Male,Laptop,1 Month,9.03
1485,1486,Premium,14,22-10-15,23-07-05,France,31,Male,Smartphone,1 Month,20.32
1486,1487,Basic,13,22-10-03,23-07-05,Brazil,29,Male,Smartphone,1 Month,4.61
1487,1488,Standard,10,22-09-25,23-07-05,Mexico,51,Female,Smart TV,1 Month,10.43
1488,1489,Standard,12,22-09-16,23-07-03,Spain,33,Male,Smart TV,1 Month,14.67
1489,1490,Basic,12,22-09-14,23-07-04,Italy,31,Male,Smartphone,1 Month,9.03
1490,1491,Premium,11,22-09-11,23-07-05,Spain,42,Female,Laptop,1 Month,20.32
1491,1492,Basic,15,22-09-09,23-07-05,Spain,48,Female,Laptop,1 Month,9.03
1492,1493,Standard,13,22-08-12,23-07-03,United States,37,Female,Laptop,1 Month,13.99
1493,1494,Premium,13,22-08-04,23-07-06,Canada,51,Female,Smartphone,1 Month,15.03
1494,1495,Basic,12,22-08-04,23-07-06,United States,29,Female,Tablet,1 Month,8.99
1495,1496,Basic,13,22-07-31,23-07-05,United States,46,Male,Tablet,1 Month,8.99
1496,1497,Basic,15,22-07-29,23-07-03,Canada,35,Male,Smart TV,1 Month,7.91
1497,1498,Standard,15,22-07-14,23-07-05,United Kingdom,44,Female,Smartphone,1 Month,13.2
1498,1499,Premium,12,22-07-13,23-07-06,Australia,36,Male,Smart TV,1 Month,16.39
1499,1500,Basic,14,22-07-11,23-07-05,Germany,38,Female,Tablet,1 Month,9.03
1500,1501,Basic,12,22-07-12,23-07-03,France,36,Male,Smart TV,1 Month,10.16
1501,1502,Premium,14,22-07-11,23-07-05,Brazil,40,Female,Laptop,1 Month,9.96
1502,1503,Standard,10,22-07-02,23-07-05,Mexico,29,Male,Laptop,1 Month,10.43
1503,1504,Standard,11,22-06-30,23-07-06,Spain,32,Male,Smart TV,1 Month,14.67
1504,1505,Basic,12,22-06-30,23-07-05,Italy,30,Male,Laptop,1 Month,9.03
1505,1506,Premium,10,22-06-29,23-07-05,Spain,47,Male,Smartphone,1 Month,20.32
1506,1507,Standard,15,22-06-30,23-07-04,Spain,28,Female,Tablet,1 Month,14.67
1507,1508,Basic,11,22-06-24,23-07-05,United States,49,Male,Laptop,1 Month,8.99
1508,1509,Standard,12,22-06-25,23-07-04,Canada,50,Male,Smartphone,1 Month,11.87
1509,1510,Premium,11,22-06-25,23-07-07,United States,33,Male,Smart TV,1 Month,17.99
1510,1511,Basic,13,22-06-26,23-07-04,United States,50,Male,Smart TV,1 Month,8.99
1511,1512,Premium,10,22-06-27,23-07-06,Canada,28,Female,Smart TV,1 Month,15.03
1512,1513,Standard,12,22-06-29,23-07-06,United Kingdom,41,Male,Smartphone,1 Month,13.2
1513,1514,Basic,12,22-07-01,23-07-07,Australia,30,Female,Smartphone,1 Month,7.84
1514,1515,Standard,10,22-07-03,23-07-04,Germany,32,Male,Smart TV,1 Month,14.67
1515,1516,Premium,15,22-07-12,23-07-07,France,50,Male,Laptop,1 Month,20.32
1516,1517,Basic,11,22-07-15,23-07-05,Brazil,28,Female,Smart TV,1 Month,4.61
1517,1518,Standard,13,22-07-19,23-07-07,Mexico,45,Male,Smart TV,1 Month,10.43
1518,1519,Premium,14,22-07-27,23-07-05,Spain,31,Male,Tablet,1 Month,20.32
1519,1520,Basic,11,22-07-29,23-07-06,Italy,27,Female,Smartphone,1 Month,9.03
1520,1521,Premium,11,22-08-06,23-07-05,Spain,49,Male,Tablet,1 Month,20.32
1521,1522,Basic,10,22-08-13,23-07-06,Spain,32,Female,Laptop,1 Month,9.03
1522,1523,Standard,13,22-08-14,23-07-05,United States,38,Male,Smart TV,1 Month,13.99
1523,1524,Standard,11,22-08-20,23-07-07,Canada,39,Male,Smartphone,1 Month,11.87
1524,1525,Basic,14,22-08-24,23-07-04,United States,50,Female,Tablet,1 Month,8.99
1525,1526,Premium,10,22-08-28,23-07-06,United States,51,Male,Tablet,1 Month,17.99
1526,1527,Basic,15,22-09-05,23-07-05,Canada,32,Female,Smart TV,1 Month,7.91
1527,1528,Standard,12,22-09-10,23-07-07,United Kingdom,45,Female,Smart TV,1 Month,13.2
1528,1529,Premium,12,22-09-11,23-07-04,Australia,31,Female,Laptop,1 Month,16.39
1529,1530,Basic,12,22-09-14,23-07-06,Germany,44,Male,Smartphone,1 Month,9.03
